ENTREGAS;NivelServ;LeadTime_dias;Cantidad_kg;Valoracion;Ciudad;Provincia;Cliente;Dolares;OTIF;Orden Perfecta;PendienteCombro
E234;93%; 5 ; 98 ;Muy Bueno; Loja           ; Guayas          ;C0001001170; $220,03 ;80%;58%;SI
E235;90%; 2 ; 42 ;Muy Malo; Manta          ; Azuay           ;C0001001871; $87,57 ;81%;58%;SI
E236;86%; 7 ; 131 ;Reguar; Esmeraldas     ; Azuay           ;C0001001335; $248,10 ;87%;64%;NO
E237;97%; 9 ; 172 ;Malo; Manta          ; El Oro          ;C0001001581; $464,16 ;87%;72%;NO
E238;90%; 13 ; 246 ;Malo; Quito          ; Pichincha       ;C0001002384; $700,25 ;80%;56%;SI
E239;86%; 12 ; 231 ;Muy Bueno; Manta          ; Manabí          ;C0001002128; $553,39 ;86%;62%;SI
E240;90%; 11 ; 209 ;Reguar; Guayaquil      ; Guayas          ;C0001001891; $782,63 ;80%;56%;NO
E241;95%; 6 ; 120 ;Malo; Cuenca         ; Tungurahua      ;C0001001596; $263,67 ;83%;64%;NO
E242;91%; 6 ; 113 ;Muy Bueno; Machala        ; Manabí          ;C0001001012; $124,00 ;77%;53%;NO
E243;97%; 1 ; 25 ;Malo; Riobamba       ; Manabí          ;C0001002362; $57,29 ;85%;69%;NO
E244;87%; 7 ; 133 ;Malo; Ambato         ; Tungurahua      ;C0001001561; $450,87 ;88%;66%;NO
E245;92%; 13 ; 240 ;Muy Bueno; Manta          ; Azuay           ;C0001001711; $551,45 ;87%;68%;SI
E246;90%; 9 ; 173 ;Muy Bueno; Esmeraldas     ; Manabí          ;C0001001120; $388,58 ;89%;70%;NO
E247;92%; 9 ; 168 ;Bueno; Santo Domingo  ; Azuay           ;C0001002315; $587,16 ;85%;65%;NO
E248;89%; 2 ; 43 ;Bueno; Guayaquil      ; Tungurahua      ;C0001001257; $98,14 ;83%;60%;SI
E249;89%; 13 ; 245 ;Muy Malo; Ambato         ; Azuay           ;C0001002299; $795,18 ;85%;63%;NO
E250;96%; 9 ; 176 ;Bueno; Portoviejo     ; Esmeraldas      ;C0001002112; $703,52 ;83%;65%;NO
E251;91%; 12 ; 229 ;Malo; Santo Domingo  ; El Oro          ;C0001002215; $548,95 ;83%;61%;NO
E252;87%; 6 ; 114 ;Malo; Guayaquil      ; Santo Domingo   ;C0001001176; $681,66 ;90%;69%;SI
E253;97%; 2 ; 42 ;Muy Bueno; Esmeraldas     ; Santo Domingo   ;C0001002113; $79,63 ;78%;58%;NO
E254;91%; 12 ; 226 ;Malo; Guayaquil      ; Azuay           ;C0001002060; $541,75 ;80%;57%;NO
E255;89%; 5 ; 107 ;Muy Malo; Ambato         ; Chimborazo      ;C0001001004; $613,35 ;83%;60%;NO
E256;85%; 2 ; 52 ;Reguar; Machala        ; Guayas          ;C0001001349; $322,19 ;86%;62%;NO
E257;91%; 3 ; 71 ;Muy Bueno; Santo Domingo  ; Guayas          ;C0001001212; $127,31 ;80%;57%;NO
E258;84%; 3 ; 67 ;Bueno; Riobamba       ; Loja            ;C0001002087; $159,65 ;81%;54%;NO
E259;92%; 9 ; 170 ;Muy Malo; Portoviejo     ; Guayas          ;C0001001255; $763,92 ;84%;64%;SI
E260;87%; 7 ; 136 ;Muy Malo; Riobamba       ; Loja            ;C0001001496; $230,54 ;85%;62%;NO
E261;93%; 5 ; 102 ;Bueno; Quito          ; Guayas          ;C0001001702; $610,74 ;79%;57%;NO
E262;86%; 7 ; 134 ;Bueno; Quito          ; Guayas          ;C0001001732; $240,44 ;88%;65%;NO
E263;96%; 9 ; 169 ;Malo; Guayaquil      ; El Oro          ;C0001001667; $354,65 ;82%;63%;NO
E264;87%; 11 ; 213 ;Muy Malo; Ambato         ; El Oro          ;C0001001481; $403,96 ;83%;59%;NO
E265;84%; 8 ; 156 ;Malo; Ambato         ; Manabí          ;C0001002335; $738,72 ;80%;53%;NO
E266;88%; 14 ; 261 ;Muy Malo; Guayaquil      ; Tungurahua      ;C0001001638; $1.042,56 ;85%;62%;NO
E267;85%; 4 ; 80 ;Muy Malo; Cuenca         ; Guayas          ;C0001001235; $103,42 ;80%;53%;NO
E268;91%; 10 ; 190 ;Bueno; Riobamba       ; Manabí          ;C0001001225; $996,08 ;86%;66%;NO
E269;92%; 12 ; 223 ;Malo; Machala        ; Guayas          ;C0001001516; $367,55 ;83%;62%;NO
E270;87%; 5 ; 105 ;Reguar; Portoviejo     ; Azuay           ;C0001001093; $230,14 ;89%;68%;SI
E271;89%; 7 ; 134 ;Muy Malo; Durán          ; Esmeraldas      ;C0001001943; $253,97 ;82%;59%;NO
E272;92%; 4 ; 83 ;Muy Malo; Santo Domingo  ; Esmeraldas      ;C0001001164; $115,86 ;87%;68%;NO
E273;86%; 4 ; 77 ;Reguar; Loja           ; Esmeraldas      ;C0001001365; $321,64 ;77%;50%;NO
E274;85%; 7 ; 141 ;Bueno; Santo Domingo  ; Chimborazo      ;C0001001794; $351,38 ;84%;59%;NO
E275;87%; 7 ; 136 ;Muy Malo; Santo Domingo  ; Chimborazo      ;C0001001382; $569,56 ;92%;72%;NO
E276;86%; 12 ; 224 ;Malo; Riobamba       ; Loja            ;C0001001070; $603,67 ;87%;64%;NO
E277;84%; 6 ; 115 ;Muy Bueno; Loja           ; Loja            ;C0001002188; $229,04 ;91%;68%;SI
E278;91%; 11 ; 208 ;Malo; Ambato         ; Loja            ;C0001001738; $405,07 ;84%;63%;SI
E279;88%; 9 ; 175 ;Muy Bueno; Ambato         ; Guayas          ;C0001002142; $803,34 ;82%;58%;SI
E280;91%; 2 ; 48 ;Muy Bueno; Ambato         ; Manabí          ;C0001001007; $181,37 ;88%;69%;NO
E281;88%; 5 ; 96 ;Reguar; Machala        ; Pichincha       ;C0001001991; $549,93 ;89%;68%;NO
E282;85%; 4 ; 76 ;Muy Bueno; Quito          ; Manabí          ;C0001001392; $105,77 ;82%;56%;NO
E283;86%; 8 ; 159 ;Bueno; Machala        ; Santo Domingo   ;C0001002121; $364,73 ;84%;59%;NO
E284;93%; 4 ; 80 ;Reguar; Manta          ; Guayas          ;C0001001430; $382,99 ;82%;61%;NO
E285;92%; 10 ; 187 ;Muy Malo; Cuenca         ; Guayas          ;C0001001686; $448,22 ;85%;65%;NO
E286;92%; 8 ; 149 ;Bueno; Portoviejo     ; Guayas          ;C0001001507; $334,71 ;78%;55%;NO
E287;84%; 6 ; 124 ;Reguar; Loja           ; Guayas          ;C0001001331; $160,58 ;77%;49%;NO
E288;96%; 12 ; 228 ;Bueno; Esmeraldas     ; Pichincha       ;C0001001376; $569,70 ;77%;56%;SI
E289;89%; 9 ; 172 ;Reguar; Santo Domingo  ; Santo Domingo   ;C0001002052; $944,19 ;77%;52%;NO
E290;86%; 7 ; 134 ;Bueno; Loja           ; Pichincha       ;C0001002173; $454,17 ;92%;71%;NO
E291;93%; 8 ; 154 ;Muy Bueno; Portoviejo     ; Esmeraldas      ;C0001001260; $507,51 ;84%;64%;NO
E292;92%; 4 ; 87 ;Muy Bueno; Ambato         ; Esmeraldas      ;C0001001195; $433,80 ;79%;56%;NO
E293;92%; 4 ; 81 ;Malo; Machala        ; Santo Domingo   ;C0001001926; $181,71 ;88%;70%;NO
E294;91%; 4 ; 83 ;Bueno; Durán          ; Manabí          ;C0001002310; $455,02 ;85%;64%;SI
E295;90%; 9 ; 177 ;Muy Malo; Cuenca         ; Azuay           ;C0001002489; $485,93 ;85%;64%;NO
E296;86%; 11 ; 208 ;Muy Bueno; Ambato         ; El Oro          ;C0001002471; $415,16 ;80%;54%;NO
E297;96%; 11 ; 214 ;Muy Bueno; Portoviejo     ; Esmeraldas      ;C0001001066; $320,82 ;90%;76%;NO
E298;86%; 3 ; 64 ;Muy Malo; Riobamba       ; Pichincha       ;C0001001552; $209,81 ;85%;61%;SI
E299;95%; 4 ; 84 ;Muy Bueno; Manta          ; Santo Domingo   ;C0001001554; $159,32 ;81%;61%;NO
E300;97%; 13 ; 246 ;Muy Malo; Manta          ; Esmeraldas      ;C0001001741; $1.229,55 ;89%;75%;SI
E301;92%; 2 ; 48 ;Muy Malo; Quito          ; Chimborazo      ;C0001002003; $226,86 ;89%;71%;NO
E302;91%; 5 ; 99 ;Bueno; Durán          ; Esmeraldas      ;C0001001086; $414,67 ;91%;74%;NO
E303;92%; 12 ; 227 ;Muy Bueno; Portoviejo     ; Pichincha       ;C0001001402; $680,28 ;85%;65%;NO
E304;90%; 7 ; 139 ;Reguar; Cuenca         ; Manabí          ;C0001001027; $180,31 ;89%;70%;NO
E305;95%; 9 ; 168 ;Muy Bueno; Guayaquil      ; Loja            ;C0001001472; $545,51 ;84%;66%;NO
E306;94%; 11 ; 211 ;Malo; Esmeraldas     ; Chimborazo      ;C0001001481; $505,97 ;88%;71%;SI
E307;83%; 7 ; 140 ;Muy Bueno; Machala        ; Manabí          ;C0001002263; $667,33 ;82%;55%;NO
E308;89%; 5 ; 107 ;Muy Bueno; Quito          ; Chimborazo      ;C0001001056; $298,68 ;79%;54%;NO
E309;95%; 10 ; 185 ;Malo; Riobamba       ; Loja            ;C0001001286; $203,34 ;87%;70%;NO
E310;87%; 3 ; 69 ;Bueno; Esmeraldas     ; El Oro          ;C0001002341; $288,16 ;91%;71%;SI
E311;86%; 11 ; 203 ;Malo; Cuenca         ; Loja            ;C0001001946; $1.012,90 ;92%;71%;NO
E312;89%; 11 ; 214 ;Reguar; Manta          ; Loja            ;C0001001967; $705,11 ;91%;72%;NO
E313;95%; 7 ; 135 ;Muy Bueno; Loja           ; Tungurahua      ;C0001001963; $283,19 ;90%;75%;NO
E314;88%; 12 ; 224 ;Muy Bueno; Durán          ; Santo Domingo   ;C0001001787; $369,01 ;82%;58%;NO
E315;87%; 6 ; 115 ;Malo; Manta          ; Guayas          ;C0001001952; $286,53 ;77%;51%;NO
E316;88%; 7 ; 141 ;Muy Malo; Manta          ; Loja            ;C0001002336; $365,66 ;81%;57%;NO
E317;83%; 12 ; 227 ;Muy Malo; Riobamba       ; Loja            ;C0001001263; $295,74 ;90%;66%;SI
E318;84%; 7 ; 133 ;Bueno; Quito          ; Guayas          ;C0001001884; $225,28 ;77%;49%;NO
E319;89%; 2 ; 49 ;Reguar; Santo Domingo  ; Azuay           ;C0001001410; $155,74 ;82%;59%;SI
E320;84%; 1 ; 30 ;Reguar; Manta          ; Azuay           ;C0001001756; $64,94 ;83%;57%;NO
E321;92%; 6 ; 122 ;Muy Bueno; Durán          ; Tungurahua      ;C0001001904; $340,93 ;85%;65%;NO
E322;89%; 11 ; 206 ;Malo; Cuenca         ; Tungurahua      ;C0001001634; $514,18 ;88%;68%;NO
E323;94%; 5 ; 97 ;Muy Malo; Esmeraldas     ; El Oro          ;C0001001150; $246,89 ;90%;75%;SI
E324;87%; 13 ; 249 ;Reguar; Durán          ; Chimborazo      ;C0001001487; $994,44 ;79%;53%;NO
E325;94%; 4 ; 89 ;Malo; Ambato         ; Manabí          ;C0001001597; $97,70 ;79%;57%;NO
E326;95%; 7 ; 141 ;Malo; Santo Domingo  ; El Oro          ;C0001002048; $598,61 ;88%;72%;NO
E327;94%; 12 ; 226 ;Reguar; Portoviejo     ; Santo Domingo   ;C0001001829; $959,74 ;84%;65%;NO
E328;86%; 3 ; 60 ;Muy Malo; Ambato         ; Azuay           ;C0001001858; $196,61 ;82%;57%;SI
E329;87%; 10 ; 189 ;Muy Bueno; Loja           ; Esmeraldas      ;C0001001428; $1.084,51 ;92%;72%;NO
E330;91%; 1 ; 35 ;Muy Malo; Cuenca         ; Pichincha       ;C0001001435; $76,41 ;79%;56%;NO
E331;95%; 4 ; 76 ;Malo; Quito          ; Chimborazo      ;C0001001586; $436,14 ;89%;74%;NO
E332;89%; 2 ; 51 ;Reguar; Guayaquil      ; Manabí          ;C0001002067; $111,47 ;83%;60%;SI
E333;92%; 4 ; 78 ;Muy Bueno; Guayaquil      ; Tungurahua      ;C0001002144; $330,48 ;76%;52%;NO
E334;89%; 12 ; 224 ;Muy Bueno; Loja           ; El Oro          ;C0001001163; $402,61 ;87%;66%;SI
E335;89%; 7 ; 142 ;Bueno; Durán          ; Manabí          ;C0001002208; $538,35 ;82%;59%;SI
E336;83%; 10 ; 184 ;Muy Malo; Ambato         ; Manabí          ;C0001002143; $507,35 ;87%;62%;SI
E337;88%; 7 ; 136 ;Bueno; Loja           ; Manabí          ;C0001002295; $284,84 ;92%;73%;SI
E338;85%; 13 ; 242 ;Reguar; Riobamba       ; Loja            ;C0001001866; $724,65 ;80%;53%;NO
E339;90%; 4 ; 86 ;Reguar; Loja           ; El Oro          ;C0001002240; $137,12 ;85%;64%;NO
E340;86%; 10 ; 192 ;Muy Malo; Esmeraldas     ; El Oro          ;C0001002452; $383,16 ;90%;68%;NO
E341;89%; 10 ; 196 ;Muy Bueno; Quito          ; Manabí          ;C0001002131; $430,47 ;83%;60%;NO
E342;88%; 9 ; 172 ;Malo; Riobamba       ; Tungurahua      ;C0001001194; $643,65 ;80%;55%;NO
E343;94%; 10 ; 189 ;Reguar; Manta          ; Manabí          ;C0001002303; $660,87 ;78%;56%;NO
E344;94%; 10 ; 192 ;Bueno; Riobamba       ; Manabí          ;C0001002295; $383,64 ;89%;73%;NO
E345;89%; 10 ; 185 ;Muy Bueno; Durán          ; Tungurahua      ;C0001002456; $738,68 ;80%;56%;SI
E346;84%; 12 ; 223 ;Malo; Manta          ; Guayas          ;C0001001833; $1.001,34 ;81%;54%;NO
E347;94%; 9 ; 169 ;Reguar; Guayaquil      ; Pichincha       ;C0001001229; $590,87 ;89%;73%;NO
E348;93%; 4 ; 80 ;Bueno; Machala        ; Pichincha       ;C0001001449; $239,37 ;82%;61%;NO
E349;95%; 11 ; 207 ;Muy Bueno; Manta          ; Chimborazo      ;C0001001770; $1.034,25 ;90%;75%;NO
E350;93%; 11 ; 208 ;Muy Bueno; Ambato         ; Tungurahua      ;C0001001818; $353,24 ;88%;71%;NO
E351;94%; 9 ; 176 ;Reguar; Quito          ; Guayas          ;C0001001103; $263,73 ;83%;63%;NO
E352;86%; 10 ; 194 ;Bueno; Manta          ; Guayas          ;C0001002329; $1.209,88 ;86%;62%;NO
E353;95%; 9 ; 171 ;Muy Malo; Riobamba       ; Guayas          ;C0001001486; $427,13 ;88%;72%;NO
E354;93%; 12 ; 232 ;Bueno; Santo Domingo  ; Guayas          ;C0001001020; $602,65 ;81%;60%;NO
E355;86%; 3 ; 63 ;Muy Malo; Santo Domingo  ; Guayas          ;C0001001324; $225,29 ;92%;71%;SI
E356;87%; 4 ; 83 ;Malo; Machala        ; Pichincha       ;C0001002299; $190,00 ;81%;56%;SI
E357;98%; 8 ; 152 ;Muy Bueno; Machala        ; Chimborazo      ;C0001001311; $911,64 ;80%;61%;NO
E358;96%; 12 ; 224 ;Muy Bueno; Guayaquil      ; Guayas          ;C0001001948; $313,43 ;88%;73%;SI
E359;90%; 4 ; 79 ;Reguar; Santo Domingo  ; Tungurahua      ;C0001002000; $413,18 ;89%;70%;SI
E360;90%; 2 ; 48 ;Muy Bueno; Cuenca         ; Guayas          ;C0001001176; $57,24 ;80%;56%;NO
E361;88%; 8 ; 155 ;Malo; Durán          ; Azuay           ;C0001002160; $386,60 ;83%;59%;SI
E362;92%; 1 ; 22 ;Bueno; Portoviejo     ; Loja            ;C0001001619; $45,70 ;87%;68%;NO
E363;90%; 9 ; 168 ;Muy Bueno; Cuenca         ; Tungurahua      ;C0001001768; $352,17 ;83%;61%;NO
E364;88%; 6 ; 114 ;Reguar; Durán          ; Santo Domingo   ;C0001001618; $500,02 ;87%;65%;SI
E365;95%; 12 ; 228 ;Muy Malo; Guayaquil      ; El Oro          ;C0001001732; $410,13 ;79%;58%;NO
E366;91%; 11 ; 208 ;Muy Malo; Quito          ; Chimborazo      ;C0001002184; $498,55 ;80%;57%;NO
E367;91%; 7 ; 140 ;Malo; Santo Domingo  ; Santo Domingo   ;C0001001266; $454,12 ;84%;63%;SI
E368;89%; 9 ; 172 ;Muy Malo; Riobamba       ; Tungurahua      ;C0001001172; $1.030,02 ;84%;62%;NO
E369;94%; 5 ; 99 ;Malo; Esmeraldas     ; El Oro          ;C0001001527; $222,35 ;76%;53%;NO
E370;89%; 2 ; 46 ;Muy Bueno; Portoviejo     ; Azuay           ;C0001001606; $109,61 ;90%;71%;NO
E371;98%; 7 ; 132 ;Reguar; Guayaquil      ; Azuay           ;C0001001824; $343,04 ;79%;60%;NO
E372;90%; 3 ; 66 ;Malo; Machala        ; El Oro          ;C0001001222; $164,25 ;78%;54%;SI
E373;91%; 13 ; 240 ;Muy Bueno; Santo Domingo  ; Guayas          ;C0001001621; $599,33 ;83%;61%;NO
E374;94%; 10 ; 185 ;Muy Malo; Loja           ; El Oro          ;C0001001776; $314,19 ;79%;57%;NO
E375;85%; 10 ; 194 ;Reguar; Manta          ; Guayas          ;C0001001137; $541,94 ;87%;63%;SI
E376;92%; 12 ; 231 ;Reguar; Loja           ; Pichincha       ;C0001001669; $796,12 ;80%;58%;NO
E377;87%; 4 ; 87 ;Malo; Portoviejo     ; Manabí          ;C0001001477; $168,89 ;90%;69%;SI
E378;89%; 10 ; 193 ;Reguar; Riobamba       ; Azuay           ;C0001001145; $818,85 ;80%;56%;NO
E379;89%; 1 ; 31 ;Malo; Guayaquil      ; Manabí          ;C0001002115; $115,01 ;82%;59%;NO
E380;95%; 10 ; 188 ;Malo; Guayaquil      ; Loja            ;C0001001069; $610,51 ;88%;72%;NO
E381;87%; 4 ; 78 ;Muy Malo; Santo Domingo  ; Guayas          ;C0001002043; $186,26 ;85%;62%;NO
E382;91%; 10 ; 188 ;Muy Malo; Machala        ; Manabí          ;C0001001481; $187,73 ;88%;69%;NO
E383;90%; 13 ; 245 ;Muy Malo; Quito          ; Esmeraldas      ;C0001001599; $807,51 ;82%;59%;NO
E384;89%; 11 ; 203 ;Malo; Santo Domingo  ; Manabí          ;C0001001305; $1.064,02 ;86%;65%;NO
E385;87%; 5 ; 102 ;Muy Malo; Cuenca         ; Guayas          ;C0001001123; $508,05 ;89%;68%;SI
E386;87%; 5 ; 105 ;Bueno; Machala        ; Chimborazo      ;C0001002147; $209,22 ;91%;71%;SI
E387;90%; 6 ; 118 ;Reguar; Cuenca         ; Guayas          ;C0001002262; $588,50 ;86%;65%;NO
E388;89%; 7 ; 143 ;Muy Bueno; Durán          ; Guayas          ;C0001002129; $399,48 ;84%;62%;NO
E389;90%; 9 ; 169 ;Muy Malo; Durán          ; Azuay           ;C0001001931; $354,27 ;76%;51%;NO
E390;88%; 6 ; 124 ;Muy Bueno; Portoviejo     ; Chimborazo      ;C0001001557; $247,28 ;86%;64%;NO
E391;94%; 3 ; 66 ;Muy Bueno; Manta          ; Chimborazo      ;C0001001179; $246,83 ;78%;56%;NO
E392;91%; 5 ; 103 ;Malo; Riobamba       ; Azuay           ;C0001001083; $215,73 ;88%;69%;NO
E393;92%; 8 ; 159 ;Reguar; Machala        ; El Oro          ;C0001001777; $396,90 ;90%;73%;NO
E394;91%; 2 ; 40 ;Reguar; Machala        ; Manabí          ;C0001002305; $150,97 ;81%;59%;NO
E395;94%; 3 ; 66 ;Reguar; Guayaquil      ; Chimborazo      ;C0001001672; $144,80 ;91%;76%;NO
E396;87%; 13 ; 243 ;Malo; Guayaquil      ; Loja            ;C0001002165; $533,74 ;87%;65%;NO
E397;88%; 7 ; 138 ;Muy Malo; Riobamba       ; Santo Domingo   ;C0001001523; $619,38 ;87%;65%;NO
E398;85%; 2 ; 40 ;Muy Bueno; Durán          ; Tungurahua      ;C0001001809; $102,83 ;85%;60%;NO
E399;93%; 12 ; 230 ;Reguar; Quito          ; El Oro          ;C0001002422; $413,62 ;79%;57%;NO
E400;85%; 3 ; 64 ;Muy Bueno; Ambato         ; Loja            ;C0001001726; $171,59 ;89%;66%;NO
E401;94%; 5 ; 94 ;Reguar; Cuenca         ; Santo Domingo   ;C0001001058; $337,75 ;88%;71%;NO
E402;93%; 11 ; 210 ;Reguar; Esmeraldas     ; Pichincha       ;C0001002162; $440,56 ;85%;66%;NO
E403;93%; 9 ; 168 ;Bueno; Loja           ; Guayas          ;C0001002352; $453,03 ;81%;60%;NO
E404;86%; 11 ; 214 ;Muy Malo; Loja           ; Manabí          ;C0001002040; $1.281,48 ;83%;58%;NO
E405;92%; 3 ; 58 ;Malo; Santo Domingo  ; El Oro          ;C0001001920; $259,92 ;86%;67%;NO
E406;92%; 10 ; 189 ;Malo; Ambato         ; Guayas          ;C0001001340; $566,28 ;91%;75%;SI
E407;93%; 7 ; 140 ;Muy Bueno; Guayaquil      ; Manabí          ;C0001002171; $167,75 ;84%;64%;NO
E408;91%; 14 ; 261 ;Bueno; Santo Domingo  ; El Oro          ;C0001002308; $573,61 ;87%;68%;NO
E409;85%; 7 ; 135 ;Malo; Quito          ; Pichincha       ;C0001002108; $242,19 ;78%;51%;NO
E410;91%; 7 ; 138 ;Malo; Guayaquil      ; Manabí          ;C0001002354; $440,74 ;78%;54%;SI
E411;92%; 5 ; 100 ;Muy Malo; Portoviejo     ; Manabí          ;C0001001776; $399,04 ;77%;53%;NO
E412;88%; 9 ; 171 ;Bueno; Riobamba       ; Tungurahua      ;C0001002210; $187,70 ;79%;54%;NO
E413;88%; 13 ; 239 ;Reguar; Manta          ; Loja            ;C0001001150; $859,10 ;80%;55%;NO
E414;89%; 6 ; 115 ;Malo; Esmeraldas     ; Azuay           ;C0001002448; $527,48 ;80%;56%;SI
E415;91%; 11 ; 213 ;Reguar; Quito          ; Manabí          ;C0001001704; $691,37 ;80%;57%;NO
E416;96%; 7 ; 133 ;Malo; Portoviejo     ; El Oro          ;C0001001025; $631,18 ;86%;70%;NO
E417;89%; 2 ; 45 ;Reguar; Santo Domingo  ; El Oro          ;C0001002190; $205,48 ;82%;59%;NO
E418;91%; 9 ; 170 ;Malo; Quito          ; Esmeraldas      ;C0001001986; $551,62 ;81%;59%;NO
E419;93%; 7 ; 132 ;Muy Bueno; Guayaquil      ; Guayas          ;C0001002405; $395,37 ;85%;66%;SI
E420;94%; 1 ; 30 ;Bueno; Quito          ; Guayas          ;C0001002012; $101,39 ;81%;60%;NO
E421;97%; 9 ; 171 ;Malo; Santo Domingo  ; Tungurahua      ;C0001001710; $307,64 ;87%;72%;NO
E422;87%; 13 ; 243 ;Reguar; Ambato         ; Loja            ;C0001001453; $727,83 ;82%;57%;SI
E423;88%; 2 ; 42 ;Bueno; Manta          ; Loja            ;C0001001212; $197,79 ;88%;67%;NO
E424;95%; 2 ; 44 ;Reguar; Guayaquil      ; Manabí          ;C0001002447; $96,47 ;80%;60%;NO
E425;98%; 3 ; 64 ;Muy Malo; Ambato         ; Guayas          ;C0001002027; $121,49 ;92%;81%;NO
E426;89%; 8 ; 154 ;Muy Bueno; Guayaquil      ; Azuay           ;C0001001015; $253,56 ;86%;65%;NO
E427;88%; 6 ; 115 ;Malo; Quito          ; Esmeraldas      ;C0001002134; $527,34 ;90%;70%;NO
E428;97%; 11 ; 207 ;Muy Malo; Durán          ; Azuay           ;C0001001453; $558,66 ;81%;62%;SI
E429;89%; 11 ; 207 ;Bueno; Machala        ; El Oro          ;C0001002453; $992,02 ;85%;63%;NO
E430;84%; 4 ; 81 ;Muy Bueno; Esmeraldas     ; Manabí          ;C0001002386; $161,04 ;85%;59%;NO
E431;87%; 4 ; 79 ;Malo; Guayaquil      ; El Oro          ;C0001001372; $172,94 ;84%;60%;NO
E432;92%; 3 ; 67 ;Bueno; Machala        ; Guayas          ;C0001002157; $113,49 ;81%;59%;SI
E433;84%; 14 ; 257 ;Muy Bueno; Manta          ; Manabí          ;C0001001772; $1.090,21 ;81%;54%;NO
E434;92%; 6 ; 113 ;Bueno; Machala        ; Loja            ;C0001002061; $479,23 ;89%;71%;NO
E435;93%; 8 ; 160 ;Malo; Manta          ; Santo Domingo   ;C0001001994; $511,33 ;88%;71%;NO
E436;95%; 13 ; 242 ;Muy Malo; Riobamba       ; El Oro          ;C0001002471; $1.112,51 ;87%;70%;NO
E437;94%; 8 ; 152 ;Bueno; Santo Domingo  ; Santo Domingo   ;C0001001148; $341,60 ;92%;78%;NO
E438;92%; 10 ; 189 ;Bueno; Riobamba       ; Guayas          ;C0001001281; $481,34 ;83%;62%;SI
E439;89%; 6 ; 115 ;Muy Bueno; Esmeraldas     ; Chimborazo      ;C0001002244; $659,35 ;84%;62%;NO
E440;85%; 7 ; 132 ;Muy Malo; Riobamba       ; Tungurahua      ;C0001001190; $657,75 ;84%;59%;SI
E441;91%; 2 ; 43 ;Reguar; Durán          ; Tungurahua      ;C0001001391; $51,28 ;87%;68%;NO
E442;95%; 8 ; 150 ;Muy Malo; Quito          ; Guayas          ;C0001001290; $674,33 ;82%;63%;SI
E443;89%; 12 ; 229 ;Muy Bueno; Loja           ; Azuay           ;C0001001407; $1.314,85 ;84%;62%;NO
E444;91%; 4 ; 86 ;Malo; Ambato         ; Loja            ;C0001002300; $342,92 ;82%;60%;NO
E445;90%; 13 ; 239 ;Reguar; Machala        ; Pichincha       ;C0001001925; $1.312,85 ;89%;70%;NO
E446;91%; 10 ; 189 ;Bueno; Loja           ; Loja            ;C0001001604; $396,33 ;76%;52%;SI
E447;91%; 10 ; 185 ;Malo; Esmeraldas     ; Santo Domingo   ;C0001001545; $600,37 ;84%;63%;SI
E448;91%; 12 ; 224 ;Muy Bueno; Durán          ; Guayas          ;C0001002223; $436,27 ;89%;71%;NO
E449;88%; 2 ; 52 ;Muy Malo; Cuenca         ; Azuay           ;C0001002495; $129,10 ;82%;58%;NO
E450;87%; 8 ; 149 ;Muy Bueno; Guayaquil      ; Azuay           ;C0001001443; $341,80 ;83%;59%;SI
E451;92%; 11 ; 211 ;Reguar; Esmeraldas     ; Manabí          ;C0001002157; $421,52 ;87%;68%;NO
E452;86%; 3 ; 60 ;Reguar; Ambato         ; El Oro          ;C0001001469; $95,33 ;82%;57%;NO
E453;87%; 12 ; 229 ;Reguar; Santo Domingo  ; Tungurahua      ;C0001001883; $685,83 ;85%;62%;NO
E454;90%; 8 ; 154 ;Muy Bueno; Guayaquil      ; Santo Domingo   ;C0001002499; $368,88 ;82%;59%;NO
E455;95%; 12 ; 225 ;Muy Malo; Ambato         ; Manabí          ;C0001001652; $1.349,10 ;86%;69%;NO
E456;85%; 9 ; 166 ;Malo; Manta          ; El Oro          ;C0001001429; $1.034,69 ;87%;63%;NO
E457;88%; 4 ; 84 ;Muy Bueno; Loja           ; Tungurahua      ;C0001001903; $313,65 ;84%;61%;SI
E458;86%; 10 ; 191 ;Muy Malo; Ambato         ; Loja            ;C0001001628; $381,16 ;83%;58%;NO
E459;95%; 9 ; 171 ;Malo; Machala        ; El Oro          ;C0001001483; $1.067,81 ;81%;61%;NO
E460;88%; 8 ; 158 ;Malo; Portoviejo     ; Manabí          ;C0001001727; $346,81 ;85%;62%;NO
E461;94%; 10 ; 186 ;Malo; Durán          ; Azuay           ;C0001001055; $836,19 ;78%;56%;SI
E462;83%; 1 ; 30 ;Muy Malo; Manta          ; Guayas          ;C0001001056; $57,93 ;85%;59%;NO
E463;91%; 5 ; 94 ;Muy Bueno; Portoviejo     ; Guayas          ;C0001001196; $267,13 ;86%;66%;SI
E464;86%; 6 ; 119 ;Bueno; Riobamba       ; Loja            ;C0001001173; $201,59 ;79%;53%;NO
E465;90%; 4 ; 85 ;Reguar; Santo Domingo  ; Esmeraldas      ;C0001001695; $152,46 ;81%;58%;NO
E466;87%; 14 ; 260 ;Bueno; Durán          ; Guayas          ;C0001001551; $363,45 ;83%;59%;SI
E467;90%; 12 ; 228 ;Muy Bueno; Guayaquil      ; Pichincha       ;C0001002094; $1.024,65 ;85%;64%;NO
