num_Oden;IdProducto;IdCliente;Cantidad;Porcentaje_Descuento;Fecha Orden;Fecha Entrega Acordada;Fecha Entrega
OPT0359-32022;530;14836;38;1;30/3/2022;1/4/2022;4/4/2022
OPT0360-52022;465;12352;32;5;9/5/2022;15/5/2022;17/5/2022
OPT0361-32022;484;24821;57;8;3/3/2022;4/3/2022;9/3/2022
OPT0362-62022;540;11277;13;5;17/6/2022;23/6/2022;24/6/2022
OPT0363-72022;529;19961;60;3;19/7/2022;27/7/2022;28/7/2022
OPT0364-42022;478;13777;53;1;15/4/2022;19/4/2022;25/4/2022
OPT0365-12022;222;12183;34;7;11/1/2022;19/1/2022;19/1/2022
OPT0366-32022;529;16692;52;1;28/3/2022;29/3/2022;8/4/2022
OPT0367-42022;528;16621;56;6;23/4/2022;26/4/2022;1/5/2022
OPT0368-12022;478;19659;16;7;26/1/2022;29/1/2022;1/2/2022
OPT0369-42022;479;29238;53;7;28/4/2022;30/4/2022;3/5/2022
OPT0370-72020;346;12005;21;1;2/7/2020;7/7/2020;7/7/2020
OPT0371-42022;378;21559;28;8;28/4/2022;2/5/2022;3/5/2022
OPT0372-112021;477;19677;24;0;29/11/2021;6/12/2021;9/12/2021
OPT0373-52022;479;12754;40;4;14/5/2022;18/5/2022;19/5/2022
OPT0374-112020;358;13011;42;0;29/11/2020;4/12/2020;9/12/2020
OPT0375-62022;541;27571;35;6;30/6/2022;11/7/2022;11/7/2022
OPT0376-102021;529;25378;49;6;3/10/2021;8/10/2021;8/10/2021
OPT0377-12022;214;12460;25;7;29/1/2022;4/2/2022;6/2/2022
OPT0378-72022;588;16554;22;3;26/7/2022;29/7/2022;3/8/2022
OPT0379-112021;225;12430;19;5;30/11/2021;6/12/2021;10/12/2021
OPT0380-12022;540;14661;25;1;15/1/2022;20/1/2022;22/1/2022
OPT0381-72021;327;15903;32;5;9/7/2021;15/7/2021;16/7/2021
OPT0382-52022;222;15168;47;3;1/5/2022;4/5/2022;6/5/2022
OPT0383-72022;529;28037;17;8;25/7/2022;26/7/2022;31/7/2022
OPT0384-72022;537;15761;54;5;19/7/2022;24/7/2022;24/7/2022
OPT0385-62020;312;11885;44;8;8/6/2020;11/6/2020;18/6/2020
OPT0386-102021;489;24424;14;4;31/10/2021;1/11/2021;11/11/2021
OPT0387-112021;479;18709;19;4;3/11/2021;10/11/2021;10/11/2021
OPT0388-22022;237;11330;48;1;18/2/2022;22/2/2022;26/2/2022
OPT0389-52022;541;26709;14;0;21/5/2022;22/5/2022;28/5/2022
OPT0390-122021;536;22756;25;0;11/12/2021;15/12/2021;18/12/2021
OPT0391-52022;537;12018;15;2;5/5/2022;9/5/2022;11/5/2022
OPT0392-72022;485;13767;16;0;24/7/2022;28/7/2022;29/7/2022
OPT0393-112021;538;12465;10;7;9/11/2021;11/11/2021;16/11/2021
OPT0394-42022;228;13423;23;3;11/4/2022;16/4/2022;16/4/2022
OPT0395-102021;540;18758;41;2;2/10/2021;3/10/2021;11/10/2021
OPT0396-62022;214;13089;60;7;23/6/2022;28/6/2022;28/6/2022
OPT0397-32022;480;26555;55;6;27/3/2022;1/4/2022;5/4/2022
OPT0398-42022;225;25910;62;6;18/4/2022;24/4/2022;25/4/2022
OPT0399-22022;222;26128;63;4;16/2/2022;18/2/2022;25/2/2022
OPT0400-112021;225;24819;10;5;24/11/2021;1/12/2021;5/12/2021
OPT0401-72022;225;15846;27;6;26/7/2022;1/8/2022;2/8/2022
OPT0402-102021;467;15498;54;5;2/10/2021;8/10/2021;8/10/2021
OPT0403-82022;487;20510;45;8;22/8/2022;30/8/2022;30/8/2022
OPT0404-62022;222;21019;11;2;11/6/2022;20/6/2022;20/6/2022
OPT0405-82022;530;11507;6;6;31/8/2022;1/9/2022;7/9/2022
OPT0406-82022;225;13777;19;8;7/8/2022;11/8/2022;15/8/2022
OPT0407-122021;475;14806;12;4;2/12/2021;7/12/2021;10/12/2021
OPT0408-52022;538;12288;65;4;12/5/2022;15/5/2022;18/5/2022
OPT0409-122022;312;18198;17;4;26/12/2022;27/12/2022;31/12/2022
OPT0410-62022;480;23951;18;3;3/6/2022;6/6/2022;8/6/2022
OPT0411-102021;537;11179;56;8;22/10/2021;23/10/2021;29/10/2021
OPT0412-42022;538;11553;32;6;3/4/2022;6/4/2022;8/4/2022
OPT0413-62022;491;14073;30;5;1/6/2022;9/6/2022;12/6/2022
OPT0414-12022;490;12856;8;8;23/1/2022;27/1/2022;30/1/2022
OPT0415-32021;375;17744;21;6;9/3/2021;16/3/2021;20/3/2021
OPT0416-82021;217;18907;16;8;27/8/2021;31/8/2021;3/9/2021
OPT0417-42020;314;19616;56;2;5/4/2020;12/4/2020;13/4/2020
OPT0418-52022;384;20914;42;5;24/5/2022;2/6/2022;3/6/2022
OPT0419-102021;217;18640;6;3;18/10/2021;20/10/2021;29/10/2021
OPT0420-22020;313;29158;20;1;18/2/2020;23/2/2020;23/2/2020
OPT0421-12022;529;18758;62;7;5/1/2022;15/1/2022;16/1/2022
OPT0422-52020;311;11290;57;1;1/5/2020;4/5/2020;8/5/2020
OPT0423-52022;217;18054;9;6;21/5/2022;22/5/2022;31/5/2022
OPT0424-102021;477;21432;44;4;16/10/2021;23/10/2021;26/10/2021
OPT0425-112021;217;17720;40;7;26/11/2021;29/11/2021;6/12/2021
OPT0426-72022;606;14162;40;4;30/7/2022;2/8/2022;6/8/2022
OPT0427-82022;225;24028;45;4;3/8/2022;14/8/2022;14/8/2022
OPT0428-82022;535;15060;30;8;9/8/2022;10/8/2022;16/8/2022
OPT0429-52022;477;12526;21;8;12/5/2022;15/5/2022;18/5/2022
OPT0430-52022;539;25832;29;5;7/5/2022;11/5/2022;13/5/2022
OPT0431-42022;480;28157;64;4;21/4/2022;30/4/2022;1/5/2022
OPT0432-62022;487;17180;1;1;21/6/2022;23/6/2022;2/7/2022
OPT0433-82022;225;24255;42;3;10/8/2022;16/8/2022;16/8/2022
OPT0434-62021;325;21106;17;1;12/6/2021;13/6/2021;20/6/2021
OPT0435-62022;222;14633;30;2;11/6/2022;13/6/2022;19/6/2022
OPT0436-82021;225;24883;40;3;16/8/2021;25/8/2021;27/8/2021
OPT0437-52022;584;22649;29;5;1/5/2022;6/5/2022;12/5/2022
OPT0438-92021;476;19010;54;5;28/9/2021;30/9/2021;4/10/2021
OPT0439-112021;528;15315;25;4;18/11/2021;26/11/2021;28/11/2021
OPT0440-12022;528;17802;38;5;26/1/2022;31/1/2022;2/2/2022
OPT0441-112021;479;11399;34;6;23/11/2021;2/12/2021;2/12/2021
OPT0442-102021;528;20528;64;5;16/10/2021;17/10/2021;24/10/2021
OPT0443-42022;225;28718;65;8;7/4/2022;15/4/2022;16/4/2022
OPT0444-82020;313;20990;61;6;1/8/2020;3/8/2020;7/8/2020
OPT0445-52022;225;18784;36;8;26/5/2022;31/5/2022;5/6/2022
OPT0446-22022;217;12714;62;5;28/2/2022;6/3/2022;6/3/2022
OPT0447-42022;225;25774;17;8;15/4/2022;18/4/2022;21/4/2022
OPT0448-112021;541;26259;7;4;11/11/2021;15/11/2021;20/11/2021
OPT0449-102021;528;15420;60;3;12/10/2021;21/10/2021;23/10/2021
OPT0450-12022;478;11589;63;2;14/1/2022;16/1/2022;24/1/2022
OPT0451-42022;225;11073;58;3;2/4/2022;5/4/2022;9/4/2022
OPT0452-72022;214;17638;4;1;18/7/2022;23/7/2022;28/7/2022
OPT0453-42020;310;12522;7;2;3/4/2020;4/4/2020;9/4/2020
OPT0454-72022;217;18089;47;4;10/7/2022;11/7/2022;16/7/2022
OPT0455-72022;586;11942;63;1;30/7/2022;5/8/2022;5/8/2022
OPT0456-72022;537;11848;28;2;17/7/2022;21/7/2022;25/7/2022
OPT0457-62022;487;19032;40;6;7/6/2022;8/6/2022;13/6/2022
OPT0458-62020;347;12000;26;6;27/6/2020;2/7/2020;7/7/2020
OPT0459-92021;541;26788;62;2;16/9/2021;23/9/2021;23/9/2021
OPT0460-42022;485;13061;14;8;17/4/2022;24/4/2022;25/4/2022
OPT0461-52022;591;13718;63;0;4/5/2022;6/5/2022;10/5/2022
OPT0462-42020;312;14795;34;6;13/4/2020;16/4/2020;22/4/2020
OPT0463-82022;476;26659;3;3;22/8/2022;25/8/2022;28/8/2022
OPT0464-22022;384;19113;25;0;1/2/2022;6/2/2022;11/2/2022
OPT0465-92021;482;21565;24;2;29/9/2021;9/10/2021;9/10/2021
OPT0466-82022;477;11823;48;6;25/8/2022;28/8/2022;5/9/2022
OPT0467-102021;535;17814;26;6;7/10/2021;12/10/2021;12/10/2021
OPT0468-72022;214;13317;22;3;4/7/2022;14/7/2022;14/7/2022
OPT0469-112021;214;16504;33;2;15/11/2021;21/11/2021;24/11/2021
OPT0470-72022;485;12891;33;6;28/7/2022;31/7/2022;5/8/2022
OPT0471-72022;477;25525;24;8;6/7/2022;9/7/2022;15/7/2022
OPT0472-62022;217;17955;19;8;25/6/2022;28/6/2022;30/6/2022
OPT0473-72022;562;13651;39;3;31/7/2022;4/8/2022;11/8/2022
OPT0474-22022;487;15626;60;3;16/2/2022;23/2/2022;23/2/2022
OPT0475-62022;384;20206;15;3;7/6/2022;9/6/2022;14/6/2022
OPT0476-52022;475;14912;45;7;24/5/2022;28/5/2022;30/5/2022
OPT0477-22022;529;26912;43;8;19/2/2022;20/2/2022;1/3/2022
OPT0478-82022;528;15848;26;3;7/8/2022;8/8/2022;15/8/2022
OPT0479-72022;488;11071;45;5;12/7/2022;20/7/2022;23/7/2022
OPT0480-52022;491;19228;54;1;1/5/2022;5/5/2022;11/5/2022
OPT0481-92021;589;13884;19;6;23/9/2021;25/9/2021;30/9/2021
OPT0482-72022;231;25525;35;5;6/7/2022;10/7/2022;14/7/2022
OPT0483-82022;214;19296;63;5;3/8/2022;7/8/2022;12/8/2022
OPT0484-72022;479;27470;13;2;26/7/2022;30/7/2022;31/7/2022
OPT0485-52022;467;18262;1;1;31/5/2022;3/6/2022;6/6/2022
OPT0486-42020;313;11263;38;5;9/4/2020;18/4/2020;19/4/2020
OPT0487-22022;605;23898;47;8;23/2/2022;6/3/2022;6/3/2022
OPT0488-102021;217;13813;42;3;13/10/2021;16/10/2021;20/10/2021
OPT0489-102021;479;12296;63;5;13/10/2021;15/10/2021;18/10/2021
OPT0490-12022;478;14332;49;1;17/1/2022;20/1/2022;25/1/2022
OPT0491-12022;485;11886;52;8;27/1/2022;30/1/2022;7/2/2022
OPT0492-102021;480;22794;30;6;14/10/2021;16/10/2021;23/10/2021
OPT0493-22022;477;20435;1;3;25/2/2022;27/2/2022;8/3/2022
OPT0494-32022;530;26342;11;0;16/3/2022;22/3/2022;22/3/2022
OPT0495-32022;217;28393;57;5;13/3/2022;17/3/2022;24/3/2022
OPT0496-62022;580;15642;8;0;1/6/2022;2/6/2022;6/6/2022
OPT0497-72022;576;29366;62;6;1/7/2022;12/7/2022;12/7/2022
OPT0498-32021;352;13965;12;7;8/3/2021;12/3/2021;14/3/2021
OPT0499-62022;573;24828;3;1;28/6/2022;4/7/2022;7/7/2022
OPT0500-22022;540;24624;57;1;22/2/2022;25/2/2022;5/3/2022
OPT0501-52022;225;27763;59;2;16/5/2022;17/5/2022;22/5/2022
OPT0502-102021;477;14107;41;8;29/10/2021;2/11/2021;9/11/2021
OPT0503-12022;491;17022;22;7;8/1/2022;9/1/2022;13/1/2022
OPT0504-42022;483;15944;40;0;10/4/2022;11/4/2022;16/4/2022
OPT0505-12022;582;17824;55;3;10/1/2022;11/1/2022;17/1/2022
OPT0506-52022;570;27764;42;6;25/5/2022;27/5/2022;4/6/2022
OPT0507-102021;538;11505;41;1;22/10/2021;25/10/2021;31/10/2021
OPT0508-122021;529;19875;36;0;4/12/2021;15/12/2021;15/12/2021
OPT0509-62022;225;11277;27;5;14/6/2022;16/6/2022;19/6/2022
OPT0510-102021;535;13983;15;5;18/10/2021;27/10/2021;28/10/2021
OPT0511-122021;535;11501;31;3;7/12/2021;14/12/2021;18/12/2021
OPT0512-62022;528;23134;8;8;20/6/2022;25/6/2022;30/6/2022
OPT0513-62022;479;11088;48;2;23/6/2022;27/6/2022;1/7/2022
OPT0514-12022;483;28786;39;6;6/1/2022;10/1/2022;13/1/2022
OPT0515-102021;474;22065;43;8;8/10/2021;11/10/2021;15/10/2021
OPT0516-82022;485;14431;54;6;25/8/2022;28/8/2022;31/8/2022
OPT0517-32022;484;24754;27;3;23/3/2022;28/3/2022;29/3/2022
OPT0518-32022;479;20645;31;1;21/3/2022;24/3/2022;27/3/2022
OPT0519-102021;490;11099;58;0;16/10/2021;20/10/2021;22/10/2021
OPT0520-22022;604;22623;45;0;7/2/2022;9/2/2022;15/2/2022
OPT0521-92021;214;17786;51;4;22/9/2021;26/9/2021;27/9/2021
OPT0522-72022;476;15474;49;0;23/7/2022;26/7/2022;28/7/2022
OPT0523-62022;576;24979;16;4;22/6/2022;23/6/2022;27/6/2022
OPT0524-52022;231;20897;22;5;31/5/2022;3/6/2022;6/6/2022
OPT0525-112021;475;12430;26;5;30/11/2021;6/12/2021;9/12/2021
OPT0526-12022;467;19147;47;2;15/1/2022;17/1/2022;21/1/2022
OPT0527-82022;480;18304;65;3;12/8/2022;13/8/2022;18/8/2022
OPT0528-72022;541;11300;37;7;27/7/2022;28/7/2022;2/8/2022
OPT0529-52022;376;21219;55;5;3/5/2022;7/5/2022;11/5/2022
OPT0530-42022;535;25933;24;1;8/4/2022;19/4/2022;19/4/2022
OPT0531-112021;480;23002;56;7;22/11/2021;29/11/2021;30/11/2021
OPT0532-72022;363;18849;55;8;14/7/2022;17/7/2022;25/7/2022
OPT0533-12022;538;27847;62;4;28/1/2022;30/1/2022;7/2/2022
OPT0534-52022;590;11365;56;8;27/5/2022;29/5/2022;4/6/2022
OPT0535-32022;584;28353;33;7;9/3/2022;17/3/2022;17/3/2022
OPT0536-52022;480;16782;41;7;19/5/2022;23/5/2022;28/5/2022
OPT0537-112021;355;12337;33;8;18/11/2021;21/11/2021;25/11/2021
OPT0538-32022;467;23322;64;5;9/3/2022;16/3/2022;19/3/2022
OPT0539-112021;467;12372;40;0;1/11/2021;3/11/2021;12/11/2021
OPT0540-82022;480;18744;9;7;3/8/2022;9/8/2022;13/8/2022
OPT0541-62022;477;18456;39;2;15/6/2022;22/6/2022;26/6/2022
OPT0542-102021;581;21103;18;4;28/10/2021;30/10/2021;7/11/2021
OPT0543-42022;574;28733;51;3;23/4/2022;27/4/2022;2/5/2022
OPT0544-52021;362;15178;24;3;29/5/2021;30/5/2021;8/6/2021
OPT0545-122021;539;19934;65;5;24/12/2021;25/12/2021;2/1/2022
OPT0546-72022;535;19290;12;6;8/7/2022;11/7/2022;13/7/2022
OPT0547-112021;477;28945;38;0;30/11/2021;6/12/2021;7/12/2021
OPT0548-22021;368;23099;17;4;7/2/2021;11/2/2021;13/2/2021
OPT0549-52022;228;22738;16;6;27/5/2022;1/6/2022;1/6/2022
OPT0550-52021;321;20876;4;2;22/5/2021;27/5/2021;28/5/2021
OPT0551-72022;487;22199;57;6;20/7/2022;29/7/2022;31/7/2022
OPT0552-62021;362;11416;44;4;19/6/2021;21/6/2021;24/6/2021
OPT0553-42022;539;18080;62;8;15/4/2022;19/4/2022;22/4/2022
OPT0554-102021;529;27565;11;1;9/10/2021;13/10/2021;14/10/2021
OPT0555-32022;477;15203;23;1;31/3/2022;4/4/2022;6/4/2022
OPT0556-12022;472;24183;34;0;8/1/2022;11/1/2022;18/1/2022
OPT0557-102021;528;11277;23;1;2/10/2021;3/10/2021;7/10/2021
OPT0558-92021;480;17284;51;8;17/9/2021;19/9/2021;28/9/2021
OPT0559-52022;476;26742;48;1;13/5/2022;19/5/2022;20/5/2022
OPT0560-102021;605;20156;56;1;7/10/2021;8/10/2021;14/10/2021
OPT0561-102021;535;26340;63;6;4/10/2021;14/10/2021;15/10/2021
OPT0562-102021;477;21159;28;5;2/10/2021;7/10/2021;7/10/2021
OPT0563-22022;355;15626;23;3;16/2/2022;17/2/2022;24/2/2022
OPT0564-92022;214;14962;16;5;3/9/2022;8/9/2022;11/9/2022
OPT0565-32022;363;12220;63;0;10/3/2022;16/3/2022;18/3/2022
OPT0566-112021;234;12262;5;3;10/11/2021;14/11/2021;15/11/2021
OPT0567-62022;597;18021;16;2;8/6/2022;16/6/2022;18/6/2022
OPT0568-22022;225;27363;11;0;18/2/2022;19/2/2022;26/2/2022
OPT0569-82021;363;11452;49;2;25/8/2021;27/8/2021;2/9/2021
OPT0570-12022;529;12679;6;6;16/1/2022;20/1/2022;22/1/2022
OPT0571-32022;489;25420;18;8;1/3/2022;3/3/2022;7/3/2022
OPT0572-72022;222;25590;44;3;23/7/2022;25/7/2022;28/7/2022
OPT0573-62022;225;28506;1;6;8/6/2022;14/6/2022;14/6/2022
OPT0574-42022;530;27954;38;5;2/4/2022;11/4/2022;11/4/2022
OPT0575-102021;363;11343;12;3;9/10/2021;12/10/2021;15/10/2021
OPT0576-112021;374;18709;31;2;3/11/2021;7/11/2021;12/11/2021
OPT0577-52022;530;13599;8;2;11/5/2022;18/5/2022;21/5/2022
OPT0578-42022;479;20620;16;6;5/4/2022;8/4/2022;15/4/2022
OPT0579-42022;535;12359;65;7;22/4/2022;24/4/2022;2/5/2022
OPT0580-42022;573;26534;37;5;10/4/2022;11/4/2022;16/4/2022
OPT0581-122021;217;26268;13;3;14/12/2021;20/12/2021;21/12/2021
OPT0582-92021;479;22462;23;5;20/9/2021;23/9/2021;28/9/2021
OPT0583-102020;373;14203;20;3;11/10/2020;15/10/2020;17/10/2020
OPT0584-12022;479;13719;33;1;5/1/2022;8/1/2022;12/1/2022
OPT0585-72022;529;27747;9;5;12/7/2022;18/7/2022;22/7/2022
OPT0586-62022;217;15977;51;3;8/6/2022;16/6/2022;19/6/2022
OPT0587-122021;214;28020;31;8;18/12/2021;24/12/2021;26/12/2021
OPT0588-42022;538;26959;11;4;29/4/2022;1/5/2022;10/5/2022
OPT0589-102021;528;17193;53;1;23/10/2021;28/10/2021;31/10/2021
OPT0590-72022;376;22196;30;7;15/7/2022;26/7/2022;26/7/2022
OPT0591-72022;477;18386;64;7;21/7/2022;31/7/2022;1/8/2022
OPT0592-102021;382;19410;18;5;7/10/2021;16/10/2021;18/10/2021
OPT0593-12022;485;12394;26;0;14/1/2022;21/1/2022;22/1/2022
OPT0594-112021;214;11836;59;0;3/11/2021;8/11/2021;9/11/2021
OPT0595-92022;475;18503;52;6;5/9/2022;10/9/2022;15/9/2022
OPT0596-12022;485;14450;22;8;2/1/2022;9/1/2022;12/1/2022
OPT0597-32022;528;20951;18;3;23/3/2022;27/3/2022;3/4/2022
OPT0598-72022;214;18126;33;7;3/7/2022;6/7/2022;9/7/2022
OPT0599-122021;478;19693;60;6;30/12/2021;1/1/2022;10/1/2022
OPT0600-42022;587;14871;6;2;5/4/2022;7/4/2022;15/4/2022
OPT0601-72022;539;20934;45;3;25/7/2022;30/7/2022;1/8/2022
OPT0602-102021;214;12286;56;7;22/10/2021;25/10/2021;31/10/2021
OPT0603-32022;480;16733;38;1;16/3/2022;19/3/2022;26/3/2022
OPT0604-82022;484;11115;46;2;2/8/2022;7/8/2022;12/8/2022
OPT0605-92022;536;21083;46;1;1/9/2022;5/9/2022;6/9/2022
OPT0606-12022;480;19757;45;0;18/1/2022;23/1/2022;26/1/2022
OPT0607-12022;529;20092;36;4;5/1/2022;11/1/2022;13/1/2022
OPT0608-72022;480;13666;54;5;16/7/2022;22/7/2022;24/7/2022
OPT0609-22022;528;18040;19;6;8/2/2022;12/2/2022;14/2/2022
OPT0610-72022;536;12054;25;3;28/7/2022;3/8/2022;4/8/2022
OPT0611-62022;355;15182;65;3;7/6/2022;10/6/2022;13/6/2022
OPT0612-12022;529;27373;41;6;3/1/2022;7/1/2022;10/1/2022
OPT0613-92022;477;19752;21;6;1/9/2022;4/9/2022;6/9/2022
OPT0614-72022;478;18782;3;0;29/7/2022;31/7/2022;6/8/2022
OPT0615-22022;593;17798;54;0;1/2/2022;2/2/2022;12/2/2022
OPT0616-102021;528;14353;18;3;26/10/2021;5/11/2021;6/11/2021
OPT0617-72022;475;28046;34;2;24/7/2022;25/7/2022;31/7/2022
OPT0618-102022;310;28158;64;7;19/10/2022;25/10/2022;25/10/2022
OPT0619-102021;485;17026;49;6;16/10/2021;19/10/2021;23/10/2021
OPT0620-62022;485;17411;17;4;5/6/2022;9/6/2022;12/6/2022
OPT0621-122021;528;26680;62;6;10/12/2021;11/12/2021;15/12/2021
OPT0622-12022;604;28316;47;0;11/1/2022;13/1/2022;17/1/2022
OPT0623-22022;483;14366;8;8;6/2/2022;14/2/2022;17/2/2022
OPT0624-92021;478;13540;65;0;11/9/2021;15/9/2021;18/9/2021
OPT0625-92021;529;11019;55;1;24/9/2021;29/9/2021;29/9/2021
OPT0626-42022;606;24170;29;7;21/4/2022;24/4/2022;1/5/2022
OPT0627-122021;384;20026;28;1;30/12/2021;2/1/2022;5/1/2022
OPT0628-22022;234;28855;62;3;24/2/2022;2/3/2022;3/3/2022
OPT0629-62022;538;26378;24;6;1/6/2022;4/6/2022;11/6/2022
OPT0630-82022;485;16289;18;4;6/8/2022;9/8/2022;11/8/2022
OPT0631-122021;463;24440;26;2;4/12/2021;10/12/2021;13/12/2021
OPT0632-52022;529;23800;3;4;17/5/2022;21/5/2022;22/5/2022
OPT0633-52022;222;11501;23;1;8/5/2022;11/5/2022;14/5/2022
OPT0634-42022;528;15027;47;7;25/4/2022;4/5/2022;5/5/2022
OPT0635-62022;477;11121;24;6;15/6/2022;19/6/2022;20/6/2022
OPT0636-92022;314;16661;9;6;10/9/2022;14/9/2022;15/9/2022
OPT0637-82022;222;25654;19;4;28/8/2022;30/8/2022;3/9/2022
OPT0638-122021;584;21665;24;4;1/12/2021;6/12/2021;8/12/2021
OPT0639-42022;536;20252;37;3;12/4/2022;15/4/2022;18/4/2022
OPT0640-12021;381;14116;47;5;1/1/2021;6/1/2021;11/1/2021
OPT0641-102021;528;17026;15;2;10/10/2021;11/10/2021;19/10/2021
OPT0642-62022;214;15872;23;5;13/6/2022;17/6/2022;20/6/2022
OPT0643-102021;529;16694;20;8;3/10/2021;8/10/2021;13/10/2021
OPT0644-112021;474;18522;21;3;3/11/2021;4/11/2021;12/11/2021
OPT0645-62022;214;21590;57;0;21/6/2022;28/6/2022;30/6/2022
OPT0646-52022;596;17981;33;2;7/5/2022;10/5/2022;13/5/2022
OPT0647-42022;540;13988;40;2;29/4/2022;1/5/2022;5/5/2022
OPT0648-12022;536;11719;22;1;20/1/2022;21/1/2022;29/1/2022
OPT0649-12022;479;27356;8;8;16/1/2022;23/1/2022;27/1/2022
OPT0650-32022;528;13631;23;8;3/3/2022;8/3/2022;14/3/2022
OPT0651-52022;537;11192;43;0;6/5/2022;10/5/2022;13/5/2022
OPT0652-92021;477;21059;19;7;16/9/2021;17/9/2021;21/9/2021
OPT0653-112021;234;28600;49;2;9/11/2021;20/11/2021;20/11/2021
OPT0654-122021;214;19793;59;3;18/12/2021;24/12/2021;29/12/2021
OPT0655-32022;536;21518;32;0;1/3/2022;4/3/2022;8/3/2022
OPT0656-92022;214;16175;33;1;6/9/2022;11/9/2022;13/9/2022
OPT0657-52022;537;13099;5;8;25/5/2022;1/6/2022;1/6/2022
OPT0658-62022;467;25312;10;5;20/6/2022;28/6/2022;1/7/2022
OPT0659-32022;539;17066;42;6;17/3/2022;21/3/2022;27/3/2022
OPT0660-72022;584;23882;39;6;22/7/2022;26/7/2022;2/8/2022
OPT0661-92021;487;11144;17;2;6/9/2021;11/9/2021;12/9/2021
OPT0662-42022;478;21337;29;7;1/4/2022;8/4/2022;11/4/2022
OPT0663-72021;343;21035;27;5;23/7/2021;24/7/2021;1/8/2021
OPT0664-32022;479;11344;53;8;4/3/2022;8/3/2022;9/3/2022
OPT0665-62022;222;13474;25;5;1/6/2022;3/6/2022;8/6/2022
OPT0666-62022;222;25713;23;2;19/6/2022;28/6/2022;28/6/2022
OPT0667-72022;463;17006;43;6;3/7/2022;9/7/2022;13/7/2022
OPT0668-102021;217;21445;49;6;10/10/2021;19/10/2021;20/10/2021
OPT0669-32022;225;17710;16;6;7/3/2022;9/3/2022;15/3/2022
OPT0670-22022;480;18314;5;0;12/2/2022;20/2/2022;22/2/2022
OPT0671-32022;478;15388;46;3;12/3/2022;21/3/2022;21/3/2022
OPT0672-62022;480;22542;24;5;4/6/2022;7/6/2022;9/6/2022
OPT0673-42022;529;25668;36;5;3/4/2022;8/4/2022;14/4/2022
OPT0674-42022;590;14741;9;5;30/4/2022;6/5/2022;8/5/2022
OPT0675-52022;477;26818;23;4;18/5/2022;22/5/2022;23/5/2022
OPT0676-112021;477;12289;12;6;14/11/2021;23/11/2021;23/11/2021
OPT0677-42022;540;21218;29;5;15/4/2022;23/4/2022;25/4/2022
OPT0678-62022;576;28067;48;8;29/6/2022;7/7/2022;9/7/2022
OPT0679-42022;528;21209;63;8;18/4/2022;26/4/2022;28/4/2022
OPT0680-22022;604;22292;15;0;5/2/2022;6/2/2022;16/2/2022
OPT0681-122021;479;25105;25;0;14/12/2021;22/12/2021;25/12/2021
OPT0682-72022;482;23877;47;3;10/7/2022;15/7/2022;20/7/2022
OPT0683-72022;530;27933;26;0;1/7/2022;4/7/2022;7/7/2022
OPT0684-82022;540;14086;24;3;31/8/2022;2/9/2022;8/9/2022
OPT0685-32022;538;23268;31;2;2/3/2022;4/3/2022;8/3/2022
OPT0686-32022;540;28384;58;7;19/3/2022;20/3/2022;24/3/2022
OPT0687-12022;217;27146;44;4;15/1/2022;20/1/2022;21/1/2022
OPT0688-92021;484;26543;57;7;27/9/2021;4/10/2021;4/10/2021
OPT0689-42022;484;28603;55;1;14/4/2022;17/4/2022;24/4/2022
OPT0690-22022;529;17669;19;0;1/2/2022;5/2/2022;6/2/2022
OPT0691-42022;573;12674;37;7;15/4/2022;17/4/2022;26/4/2022
OPT0692-102022;311;17257;23;8;26/10/2022;4/11/2022;5/11/2022
OPT0693-52022;214;11141;3;8;9/5/2022;10/5/2022;14/5/2022
OPT0694-62022;477;18453;64;7;15/6/2022;20/6/2022;22/6/2022
OPT0695-112021;480;15913;19;6;6/11/2021;9/11/2021;16/11/2021
OPT0696-102021;478;11125;57;5;16/10/2021;17/10/2021;27/10/2021
OPT0697-12022;528;12101;8;2;16/1/2022;18/1/2022;25/1/2022
OPT0698-42022;530;28513;23;0;8/4/2022;12/4/2022;19/4/2022
OPT0699-12022;486;19698;61;3;28/1/2022;31/1/2022;3/2/2022
OPT0700-22022;353;14657;8;2;17/2/2022;24/2/2022;28/2/2022
OPT0701-32022;478;15928;18;4;4/3/2022;13/3/2022;13/3/2022
OPT0702-62022;478;19899;3;2;7/6/2022;10/6/2022;17/6/2022
OPT0703-12022;489;24862;12;4;19/1/2022;21/1/2022;25/1/2022
OPT0704-122021;355;13080;65;4;18/12/2021;24/12/2021;24/12/2021
OPT0705-112021;530;28086;18;2;18/11/2021;26/11/2021;26/11/2021
OPT0706-12022;214;21790;44;6;19/1/2022;20/1/2022;29/1/2022
OPT0707-62022;480;24936;49;0;21/6/2022;26/6/2022;2/7/2022
OPT0708-112021;480;14422;13;8;16/11/2021;20/11/2021;24/11/2021
OPT0709-92021;583;22950;64;0;14/9/2021;17/9/2021;23/9/2021
OPT0710-72022;231;11801;38;8;23/7/2022;29/7/2022;2/8/2022
OPT0711-42022;214;28703;62;7;20/4/2022;22/4/2022;26/4/2022
OPT0712-72022;359;13706;51;7;9/7/2022;12/7/2022;16/7/2022
OPT0713-72022;536;15582;19;0;20/7/2022;29/7/2022;29/7/2022
OPT0714-42022;217;25774;32;3;15/4/2022;22/4/2022;23/4/2022
OPT0715-22022;465;22672;47;1;10/2/2022;12/2/2022;17/2/2022
